#{"t_start": 1681802562.3095107, "env_id": null}
r,l,t
126.2,132,2.597773
126.6,132,3.184361
125.3,132,3.73622
121.8,132,4.300058
125.6,132,4.846528
126.3,132,5.394391
120.4,132,5.960938
123.5,132,6.514837
125.5,132,7.058806
125.9,132,7.603133
126.4,132,8.146081
125.8,132,8.689494
123.0,132,9.238661
121.9,132,9.790514
123.8,132,10.343058
125.6,132,13.861128
126.1,132,14.394184
125.9,132,14.928914
126.6,132,15.466053
126.1,132,16.006083
126.7,132,16.534029
126.3,132,17.066641
125.0,132,17.606904
125.9,132,18.154796
126.8,132,18.690083
124.9,132,19.229126
125.3,132,19.767194
126.5,132,20.306522
126.6,132,20.83854
126.8,132,21.386267
126.4,132,21.933063
126.3,132,25.433821
126.1,132,25.968612
127.0,132,26.506868
127.0,132,27.040063
126.4,132,27.565724
125.9,132,28.103722
126.4,132,28.633802
125.4,132,29.171793
126.0,132,29.699915
126.8,132,30.235015
126.7,132,30.765567
126.2,132,31.297425
127.4,132,31.822964
127.0,132,32.352716
126.6,132,32.89097
126.1,132,36.561874
127.1,132,37.088166
127.3,132,37.666877
125.7,132,38.311272
125.4,132,38.950151
126.6,132,39.589065
127.3,132,40.214042
126.2,132,40.83915
126.6,132,41.460819
126.4,132,42.085245
125.9,132,42.714859
126.8,132,43.357326
126.8,132,43.981673
126.4,132,44.631888
126.8,132,45.256803
125.9,132,45.896484
127.0,132,49.980898
127.0,132,50.506244
126.6,132,51.020407
126.5,132,51.546311
126.9,132,52.063658
126.6,132,52.584196
126.6,132,53.115678
126.9,132,53.642901
126.5,132,54.16776
126.3,132,54.695655
126.4,132,55.212819
126.5,132,55.738373
126.7,132,56.263199
126.1,132,56.787697
127.0,132,57.314891
126.7,132,60.856875
127.2,132,61.371197
126.5,132,61.890618
127.4,132,62.408615
127.7,132,62.917276
126.6,132,63.441908
126.8,132,63.962206
126.6,132,64.481462
127.1,132,64.993305
126.2,132,65.505951
127.1,132,66.025516
127.2,132,66.539105
126.4,132,67.052558
127.3,132,67.565625
126.8,132,68.086713
126.0,132,68.60751
126.8,132,72.091804
126.1,132,72.611838
126.1,132,73.118807
126.2,132,73.626668
126.5,132,74.138474
127.0,132,74.659648
126.5,132,75.186168
128.0,132,75.703918
127.0,132,76.222924
126.6,132,76.742122
126.1,132,77.253985
126.3,132,77.771708
126.1,132,78.291248
126.7,132,78.796521
126.4,132,79.305386
127.1,132,82.830447
126.2,132,83.345366
127.1,132,83.864948
126.8,132,84.387248
126.8,132,84.915839
127.0,132,85.433637
126.6,132,85.952099
126.7,132,86.471483
127.4,132,86.991651
126.7,132,87.500925
127.4,132,88.025806
127.5,132,88.554514
126.8,132,89.063374
125.9,132,89.577133
126.5,132,90.098276
126.6,132,90.621123
126.7,132,94.185263
126.6,132,94.696545
126.8,132,95.2374
126.8,132,95.74923
127.0,132,96.262954
127.0,132,96.788474
126.5,132,97.300463
127.0,132,97.820532
127.4,132,98.336401
126.6,132,98.857465
127.0,132,99.387589
126.6,132,99.902095
127.2,132,100.412649
126.7,132,100.93347
126.1,132,101.452975
127.3,132,105.003706
126.6,132,105.518227
127.7,132,106.029561
127.0,132,106.549824
126.9,132,107.061913
126.7,132,107.580449
127.1,132,108.095994
127.0,132,108.616324
126.3,132,109.141909
126.9,132,109.665365
126.2,132,110.18245
126.9,132,110.696574
127.4,132,111.211344
127.2,132,111.730262
126.4,132,112.250668
126.2,132,112.767526
127.4,132,116.299664
127.1,132,116.816626
127.0,132,117.33399
126.7,132,117.839497
126.5,132,118.350269
126.9,132,118.855288
127.0,132,119.379788
127.1,132,119.890393
126.9,132,120.398372
127.2,132,120.907823
127.2,132,121.432776
126.6,132,121.959414
126.7,132,122.473322
127.1,132,122.984329
127.0,132,123.497438
126.7,132,127.005885
126.7,132,127.523076
127.1,132,128.033067
126.4,132,128.539057
126.6,132,129.046022
127.2,132,129.561781
127.4,132,130.081877
127.2,132,130.597908
126.8,132,131.105158
127.2,132,131.618409
127.1,132,132.129846
127.7,132,132.651295
126.8,132,133.157353
127.3,132,133.672753
126.6,132,134.184083
126.7,132,134.706088
127.4,132,138.256149
127.4,132,138.782807
127.7,132,139.304079
127.2,132,139.826836
126.4,132,140.339615
127.9,132,140.860144
127.0,132,141.37777
127.4,132,141.903479
127.2,132,142.427149
127.2,132,142.94673
127.1,132,143.459767
127.5,132,143.981673
127.5,132,144.493888
126.6,132,145.01514
126.7,132,145.529851
127.3,132,149.060825
127.5,132,149.571926
127.6,132,150.091421
127.6,132,150.61308
127.3,132,151.123839
126.8,132,151.636179
126.7,132,152.147062
127.3,132,152.66035
126.7,132,153.169662
126.7,132,153.699895
127.4,132,154.215026
127.0,132,154.736296
127.1,132,155.255164
126.9,132,155.782297
126.9,132,156.307673
126.9,132,156.834729
126.6,132,160.353987
127.2,132,160.864881
127.4,132,161.386307
127.4,132,161.899315
127.2,132,162.41248
126.8,132,162.918751
126.6,132,163.430162
127.2,132,163.948775
127.1,132,164.464293
126.2,132,164.975942
127.1,132,165.492552
126.3,132,166.007452
127.2,132,166.519159
127.0,132,167.042166
127.8,132,167.557405
127.3,132,171.061692
127.1,132,171.577752
127.0,132,172.106337
127.3,132,172.61874
127.2,132,173.131928
127.0,132,173.647957
126.5,132,174.158753
127.4,132,174.668763
127.4,132,175.17721
127.6,132,175.687795
127.4,132,176.202045
127.3,132,176.710608
126.1,132,177.215357
127.1,132,177.728752
127.6,132,178.245912
126.1,132,178.768014
127.8,132,182.242404
127.5,132,182.753611
127.3,132,183.273391
126.8,132,183.779959
126.9,132,184.295112
127.7,132,184.808943
127.2,132,185.317976
127.0,132,185.847602
127.4,132,186.362403
127.4,132,186.867182
126.3,132,187.386422
127.3,132,187.899373
126.4,132,188.415204
127.8,132,188.925444
127.1,132,189.426707
126.7,132,192.916411
127.3,132,193.429396
127.5,132,193.945166
127.7,132,194.466968
126.7,132,194.972286
127.0,132,195.47432
127.7,132,195.981828
126.7,132,196.513592
126.9,132,197.02417
126.8,132,197.531818
127.6,132,198.053302
127.0,132,198.56393
127.0,132,199.073456
127.6,132,199.591018
126.8,132,200.105071
126.6,132,200.615635
127.0,132,204.105115
126.9,132,204.616045
127.4,132,205.122933
126.9,132,205.629497
127.3,132,206.14634
127.0,132,206.657384
126.9,132,207.178394
127.1,132,207.688519
126.9,132,208.207295
127.3,132,208.719979
127.7,132,209.234588
126.9,132,209.745034
127.2,132,210.254213
127.6,132,210.764385
127.1,132,211.274803
127.0,132,214.78214
126.4,132,215.304177
127.5,132,215.813046
127.0,132,216.323266
127.2,132,216.832572
126.6,132,217.334484
126.7,132,217.842183
127.8,132,218.354689
126.6,132,218.865969
127.0,132,219.374854
127.3,132,219.884563
127.2,132,220.394568
126.2,132,220.902587
127.2,132,221.416145
127.3,132,221.92869
127.2,132,222.436164
127.5,132,225.925269
126.9,132,226.436809
127.3,132,226.946364
126.9,132,227.466704
127.5,132,227.977135
127.3,132,228.487039
127.0,132,229.002668
127.2,132,229.509603
126.7,132,230.020982
127.1,132,230.536263
126.9,132,231.040884
127.5,132,231.554302
127.2,132,232.062451
127.4,132,232.573687
127.7,132,233.084836
127.1,132,236.594013
127.4,132,237.10444
126.9,132,237.615246
127.0,132,238.127836
127.2,132,238.638263
126.7,132,239.147911
127.4,132,239.661338
128.1,132,240.175318
126.6,132,240.682144
127.7,132,241.188195
127.5,132,241.701401
126.7,132,242.212435
127.5,132,242.72373
127.1,132,243.239124
127.0,132,243.750755
127.2,132,244.278066
127.1,132,247.772945
127.3,132,248.280481
126.9,132,248.787987
126.8,132,249.302956
126.9,132,249.810518
127.4,132,250.323086
126.9,132,250.832811
126.8,132,251.344604
127.2,132,251.856773
126.8,132,252.372565
127.6,132,252.885799
127.6,132,253.402379
127.4,132,253.914513
127.6,132,254.428176
127.2,132,254.937596
127.0,132,258.461855
126.9,132,258.974698
127.1,132,259.487009
127.7,132,259.996353
127.3,132,260.503605
127.0,132,261.012949
126.9,132,261.522159
126.8,132,262.038806
127.4,132,262.553914
127.3,132,263.067861
127.4,132,263.582715
127.8,132,264.098361
126.9,132,264.609846
127.4,132,265.122883
126.3,132,265.64065
127.1,132,266.154989
127.7,132,269.658799
126.7,132,270.170088
126.4,132,270.680793
127.7,132,271.193994
127.6,132,271.713092
127.4,132,272.227935
127.3,132,272.752262
127.3,132,273.272671
127.0,132,273.782619
127.2,132,274.296156
127.6,132,274.808692
126.9,132,275.319355
127.3,132,275.83166
127.5,132,276.343351
126.9,132,276.851723
126.7,132,280.347704
126.9,132,280.851718
